ride_id,driver_id,distance_km,fare_usd,ride_type,city,timestamp
410,1017,16.02,61.22,standard,Seoul,2025-01-01 06:49:00
411,1044,22.71,26.19,premium,Lima,2025-01-01 06:50:00
412,1029,8.23,50.1,standard,Seoul,2025-01-01 06:51:00
413,1024,14.79,11.95,premium,Toronto,2025-01-01 06:52:00
414,1034,24.42,31.09,pool,Nairobi,2025-01-01 06:53:00
415,1015,29.01,49.22,standard,Berlin,2025-01-01 06:54:00
416,1046,19.53,67.0,standard,Seoul,2025-01-01 06:55:00
417,1002,18.07,65.72,premium,Nairobi,2025-01-01 06:56:00
418,1047,15.77,67.14,pool,Toronto,2025-01-01 06:57:00
419,1039,13.27,27.68,premium,Toronto,2025-01-01 06:58:00
420,1013,21.6,41.03,premium,Nairobi,2025-01-01 06:59:00
421,1033,5.5,37.23,standard,Seoul,2025-01-01 07:00:00
422,1041,26.94,55.08,standard,Lima,2025-01-01 07:01:00
423,1039,25.29,70.76,premium,Berlin,2025-01-01 07:02:00
424,1024,13.08,21.38,premium,Nairobi,2025-01-01 07:03:00
425,1045,25.46,46.74,pool,Berlin,2025-01-01 07:04:00
426,1011,3.4,40.08,premium,Nairobi,2025-01-01 07:05:00
427,1001,24.41,58.06,standard,Lima,2025-01-01 07:06:00
428,1013,21.01,6.64,standard,Toronto,2025-01-01 07:07:00
429,1022,7.2,42.54,premium,Lima,2025-01-01 07:08:00
430,1045,22.57,58.78,standard,Seoul,2025-01-01 07:09:00
431,1015,10.91,22.48,pool,Lima,2025-01-01 07:10:00
432,1010,11.61,49.82,standard,Lima,2025-01-01 07:11:00
433,1008,5.08,58.45,standard,Seoul,2025-01-01 07:12:00
434,1009,25.89,21.65,standard,Berlin,2025-01-01 07:13:00
435,1046,22.41,25.44,pool,Nairobi,2025-01-01 07:14:00
436,1018,5.23,11.34,premium,Berlin,2025-01-01 07:15:00
437,1008,20.15,32.2,pool,Berlin,2025-01-01 07:16:00
438,1037,14.36,23.39,premium,Seoul,2025-01-01 07:17:00
439,1014,14.35,21.61,standard,Seoul,2025-01-01 07:18:00
440,1012,7.8,17.27,standard,Berlin,2025-01-01 07:19:00
441,1002,19.35,38.87,premium,Toronto,2025-01-01 07:20:00
442,1048,17.66,55.68,premium,Seoul,2025-01-01 07:21:00
443,1044,19.24,11.82,pool,Seoul,2025-01-01 07:22:00
444,1044,4.7,69.89,premium,Toronto,2025-01-01 07:23:00
445,1014,10.88,65.23,pool,Seoul,2025-01-01 07:24:00
446,1026,17.21,41.9,pool,Nairobi,2025-01-01 07:25:00
447,1048,18.2,11.08,standard,Toronto,2025-01-01 07:26:00
448,1018,27.38,74.76,pool,Seoul,2025-01-01 07:27:00
449,1048,25.65,67.76,standard,Berlin,2025-01-01 07:28:00
450,1005,11.41,27.94,premium,Toronto,2025-01-01 07:29:00
451,1024,2.95,37.4,standard,Lima,2025-01-01 07:30:00
452,1030,17.12,25.98,standard,Nairobi,2025-01-01 07:31:00
453,1009,12.07,17.21,premium,Nairobi,2025-01-01 07:32:00
454,1028,23.07,56.88,standard,Toronto,2025-01-01 07:33:00
455,1040,13.43,21.88,standard,Toronto,2025-01-01 07:34:00
456,1025,16.63,66.26,pool,Toronto,2025-01-01 07:35:00
457,1046,12.02,60.67,pool,Toronto,2025-01-01 07:36:00
458,1026,26.44,51.67,pool,Seoul,2025-01-01 07:37:00
459,1040,23.2,15.7,pool,Toronto,2025-01-01 07:38:00
460,1030,27.24,35.14,premium,Lima,2025-01-01 07:39:00
461,1005,9.71,42.0,premium,Toronto,2025-01-01 07:40:00
462,1023,22.86,12.99,premium,Berlin,2025-01-01 07:41:00
463,1014,3.18,22.16,pool,Nairobi,2025-01-01 07:42:00
464,1039,8.68,39.4,standard,Nairobi,2025-01-01 07:43:00
465,1018,15.94,69.0,standard,Toronto,2025-01-01 07:44:00
466,1035,29.09,71.73,pool,Nairobi,2025-01-01 07:45:00
467,1020,26.3,54.51,pool,Lima,2025-01-01 07:46:00
468,1020,23.79,51.76,standard,Seoul,2025-01-01 07:47:00
469,1005,23.23,74.2,premium,Toronto,2025-01-01 07:48:00
470,1004,2.68,39.78,standard,Berlin,2025-01-01 07:49:00
471,1014,14.63,13.99,standard,Toronto,2025-01-01 07:50:00
472,1043,8.28,48.21,premium,Toronto,2025-01-01 07:51:00
473,1001,27.96,73.9,pool,Seoul,2025-01-01 07:52:00
474,1049,22.34,36.3,standard,Berlin,2025-01-01 07:53:00
475,1038,16.31,17.94,pool,Seoul,2025-01-01 07:54:00
476,1015,17.91,37.12,premium,Nairobi,2025-01-01 07:55:00
477,1012,12.97,32.64,standard,Berlin,2025-01-01 07:56:00
478,1022,24.06,24.11,standard,Toronto,2025-01-01 07:57:00
479,1024,20.14,68.34,premium,Nairobi,2025-01-01 07:58:00
480,1024,17.66,70.83,standard,Lima,2025-01-01 07:59:00
481,1042,4.91,20.89,premium,Berlin,2025-01-01 08:00:00
482,1019,8.21,22.59,pool,Toronto,2025-01-01 08:01:00
483,1016,11.73,38.33,pool,Seoul,2025-01-01 08:02:00
484,1038,11.11,30.35,premium,Nairobi,2025-01-01 08:03:00
485,1009,4.01,6.03,pool,Berlin,2025-01-01 08:04:00
486,1031,28.69,54.8,standard,Berlin,2025-01-01 08:05:00
487,1002,12.85,28.8,pool,Berlin,2025-01-01 08:06:00
488,1004,18.7,10.78,pool,Toronto,2025-01-01 08:07:00
489,1043,27.71,45.8,premium,Lima,2025-01-01 08:08:00
490,1045,14.74,21.0,pool,Seoul,2025-01-01 08:09:00
491,1024,10.15,64.22,premium,Lima,2025-01-01 08:10:00
492,1006,29.06,65.94,standard,Berlin,2025-01-01 08:11:00
493,1015,26.8,69.81,pool,Seoul,2025-01-01 08:12:00
494,1016,23.71,36.73,standard,Nairobi,2025-01-01 08:13:00
495,1008,26.48,55.68,standard,Seoul,2025-01-01 08:14:00
496,1041,15.17,19.0,pool,Nairobi,2025-01-01 08:15:00
497,1014,26.25,8.67,standard,Seoul,2025-01-01 08:16:00
498,1032,27.3,56.88,pool,Berlin,2025-01-01 08:17:00
499,1035,13.46,9.64,standard,Nairobi,2025-01-01 08:18:00
500,1031,6.86,51.51,premium,Lima,2025-01-01 08:19:00
